city,state_id,state_name,country
Bel Air South,MD,Maryland,United States
Fountainebleau,FL,Florida,United States
Wylie,TX,Texas,United States
Madison,AL,Alabama,United States
Brookhaven,GA,Georgia,United States
Highland,CA,California,United States
Fountain Valley,CA,California,United States
Berwyn,IL,Illinois,United States
Severn,MD,Maryland,United States
Albany,OR,Oregon,United States
National City,CA,California,United States
Lacey,WA,Washington,United States
Mount Prospect,IL,Illinois,United States
Arcadia,CA,California,United States
DeSoto,TX,Texas,United States
Smyrna,GA,Georgia,United States
Bradenton,FL,Florida,United States
New Brunswick,NJ,New Jersey,United States
Apple Valley,MN,Minnesota,United States
Tinley Park,IL,Illinois,United States
Sarasota,FL,Florida,United States
Hacienda Heights,CA,California,United States
Chicopee,MA,Massachusetts,United States
West Haven,CT,Connecticut,United States
Herriman,UT,Utah,United States
Perth Amboy,NJ,New Jersey,United States
Casa Grande,AZ,Arizona,United States
Tigard,OR,Oregon,United States
Apopka,FL,Florida,United States
Southaven,MS,Mississippi,United States
Huntington Park,CA,California,United States
Diamond Bar,CA,California,United States
Bentonville,AR,Arkansas,United States
Yucaipa,CA,California,United States
Plainfield,NJ,New Jersey,United States
Manhattan,KS,Kansas,United States
Aspen Hill,MD,Maryland,United States
Rocky Mount,NC,North Carolina,United States
Peabody,MA,Massachusetts,United States
West Sacramento,CA,California,United States
San Jacinto,CA,California,United States
Kentwood,MI,Michigan,United States
Colton,CA,California,United States
Oak Park,IL,Illinois,United States
Westchester,FL,Florida,United States
Smyrna,TN,Tennessee,United States
Wheaton,IL,Illinois,United States
Beaumont,CA,California,United States
Aloha,OR,Oregon,United States
Minnetonka,MN,Minnesota,United States
Pinellas Park,FL,Florida,United States
Kannapolis,NC,North Carolina,United States
Paramount,CA,California,United States
Texas City,TX,Texas,United States
Novato,CA,California,United States
Edina,MN,Minnesota,United States
Normal,IL,Illinois,United States
Tamiami,FL,Florida,United States
Grand Island,NE,Nebraska,United States
Methuen Town,MA,Massachusetts,United States
Elyria,OH,Ohio,United States
Wheaton,MD,Maryland,United States
Kendale Lakes,FL,Florida,United States
Marana,AZ,Arizona,United States
West New York,NJ,New Jersey,United States
Twin Falls,ID,Idaho,United States
Florissant,MO,Missouri,United States
Glendora,CA,California,United States
Cathedral City,CA,California,United States
Aliso Viejo,CA,California,United States
Placentia,CA,California,United States
Hoffman Estates,IL,Illinois,United States
Burien,WA,Washington,United States
Dunwoody,GA,Georgia,United States
Palm Desert,CA,California,United States
Troy,NY,New York,United States
Collierville,TN,Tennessee,United States
Levittown,PA,Pennsylvania,United States
Rosemead,CA,California,United States
Country Club,FL,Florida,United States
Enid,OK,Oklahoma,United States
Cuyahoga Falls,OH,Ohio,United States
Mishawaka,IN,Indiana,United States
Columbus,IN,Indiana,United States
Summerville,SC,South Carolina,United States
Levittown,NY,New York,United States
Grapevine,TX,Texas,United States
Covina,CA,California,United States
Milford city ,CT,Connecticut,United States
Draper,UT,Utah,United States
Lakewood,OH,Ohio,United States
Catalina Foothills,AZ,Arizona,United States
Delano,CA,California,United States
Lincoln,CA,California,United States
Murray,UT,Utah,United States
Mooresville,NC,North Carolina,United States
Downers Grove,IL,Illinois,United States
Florin,CA,California,United States
Cypress,CA,California,United States
Jeffersonville,IN,Indiana,United States
North Bethesda,MD,Maryland,United States
Azusa,CA,California,United States
Coral Gables,FL,Florida,United States
Chesterfield,MO,Missouri,United States
McLean,VA,Virginia,United States
St. Louis Park,MN,Minnesota,United States
East Honolulu,HI,Hawaii,United States
Bedford,TX,Texas,United States
Euclid,OH,Ohio,United States
Lawrence,IN,Indiana,United States
Ceres,CA,California,United States
University,FL,Florida,United States
Biloxi,MS,Mississippi,United States
El Dorado Hills,CA,California,United States
Cerritos,CA,California,United States
Burleson,TX,Texas,United States
Portage,MI,Michigan,United States
Dublin,OH,Ohio,United States
Poway,CA,California,United States
Cedar Hill,TX,Texas,United States
Everett,MA,Massachusetts,United States
Stillwater,OK,Oklahoma,United States
Titusville,FL,Florida,United States
Niagara Falls,NY,New York,United States
Kyle,TX,Texas,United States
Leesburg,VA,Virginia,United States
Westfield,IN,Indiana,United States
Little Elm,TX,Texas,United States
Middletown,CT,Connecticut,United States
North Highlands,CA,California,United States
Tuckahoe,VA,Virginia,United States
Wake Forest,NC,North Carolina,United States
Minot,ND,North Dakota,United States
Roswell,NM,New Mexico,United States
Wauwatosa,WI,Wisconsin,United States
Bothell,WA,Washington,United States
Glenview,IL,Illinois,United States
Rockwall,TX,Texas,United States
Wilson,NC,North Carolina,United States
Rancho Santa Margarita,CA,California,United States
La Mirada,CA,California,United States
Antelope,CA,California,United States
Hilo,HI,Hawaii,United States
San Luis Obispo,CA,California,United States
Roseville,MI,Michigan,United States
Newark,CA,California,United States
Mentor,OH,Ohio,United States
Ocoee,FL,Florida,United States
Rowland Heights,CA,California,United States
Fort Pierce,FL,Florida,United States
Brea,CA,California,United States
Oro Valley,AZ,Arizona,United States
East Providence,RI,Rhode Island,United States
Pearl City,HI,Hawaii,United States
Salina,KS,Kansas,United States
Beavercreek,OH,Ohio,United States
Winter Garden,FL,Florida,United States
Potomac,MD,Maryland,United States
Farmington,NM,New Mexico,United States
Attleboro,MA,Massachusetts,United States
Huntsville,TX,Texas,United States
Strongsville,OH,Ohio,United States
Eagle Mountain,UT,Utah,United States
Prescott,AZ,Arizona,United States
Olive Branch,MS,Mississippi,United States
Goose Creek,SC,South Carolina,United States
Sicklerville,NJ,New Jersey,United States
Altamonte Springs,FL,Florida,United States
Haltom City,TX,Texas,United States
Hackensack,NJ,New Jersey,United States
Elmhurst,IL,Illinois,United States
Urbandale,IA,Iowa,United States
Los Banos,CA,California,United States
Littleton,CO,Colorado,United States
Ashburn,VA,Virginia,United States
East Lansing,MI,Michigan,United States
Bountiful,UT,Utah,United States
Keller,TX,Texas,United States
Morgan Hill,CA,California,United States
Sierra Vista,AZ,Arizona,United States
Sayreville,NJ,New Jersey,United States
Odenton,MD,Maryland,United States
Cleveland Heights,OH,Ohio,United States
Gallatin,TN,Tennessee,United States
Plainfield,IL,Illinois,United States
Palm Springs,CA,California,United States
Riverton,UT,Utah,United States
West Lafayette,IN,Indiana,United States
Brentwood,TN,Tennessee,United States
Cutler Bay,FL,Florida,United States
Lake Ridge,VA,Virginia,United States
Whitney,NV,Nevada,United States
Pahrump,NV,Nevada,United States
North Lauderdale,FL,Florida,United States
Fairfield,OH,Ohio,United States
Wentzville,MO,Missouri,United States
Salem,MA,Massachusetts,United States
Fond du Lac,WI,Wisconsin,United States
Rohnert Park,CA,California,United States
Mankato,MN,Minnesota,United States
Moorhead,MN,Minnesota,United States
The Colony,TX,Texas,United States
Burke,VA,Virginia,United States
Freeport,NY,New York,United States
El Centro,CA,California,United States
Shakopee,MN,Minnesota,United States
Wilkes-Barre,PA,Pennsylvania,United States
Lompoc,CA,California,United States
Hicksville,NY,New York,United States
Oakland Park,FL,Florida,United States
Lombard,IL,Illinois,United States
Concord,NH,New Hampshire,United States
Pittsfield,MA,Massachusetts,United States
Greenacres,FL,Florida,United States
Oakley,CA,California,United States
Linden,NJ,New Jersey,United States
Campbell,CA,California,United States
Danville,CA,California,United States
North Miami Beach,FL,Florida,United States
Clermont,FL,Florida,United States
San Bruno,CA,California,United States
Channelview,TX,Texas,United States
Trujillo Alto,PR,Puerto Rico,United States
Ormond Beach,FL,Florida,United States
Huber Heights,OH,Ohio,United States
Woonsocket,RI,Rhode Island,United States
Buffalo Grove,IL,Illinois,United States
West Babylon,NY,New York,United States
Catonsville,MD,Maryland,United States
Altadena,CA,California,United States
Edmonds,WA,Washington,United States
Linton Hall,VA,Virginia,United States
Spanish Fork,UT,Utah,United States
Newnan,GA,Georgia,United States
Vineyard,CA,California,United States
Jefferson City,MO,Missouri,United States
Manassas,VA,Virginia,United States
Woodbridge,VA,Virginia,United States
Puyallup,WA,Washington,United States
Schertz,TX,Texas,United States
Coppell,TX,Texas,United States
Danville,VA,Virginia,United States
North Fort Myers,FL,Florida,United States
Columbia,TN,Tennessee,United States
Moline,IL,Illinois,United States
Beverly,MA,Massachusetts,United States
Midland,MI,Michigan,United States
Annandale,VA,Virginia,United States
Coachella,CA,California,United States
Woodlawn,MD,Maryland,United States
Meadow Woods,FL,Florida,United States
Coram,NY,New York,United States
Belleville,IL,Illinois,United States
Peachtree Corners,GA,Georgia,United States
Hollister,CA,California,United States
Holly Springs,NC,North Carolina,United States
Delaware,OH,Ohio,United States
Rancho Palos Verdes,CA,California,United States
Waxahachie,TX,Texas,United States
Mableton,GA,Georgia,United States
Fitchburg,MA,Massachusetts,United States
Bullhead City,AZ,Arizona,United States
Grove City,OH,Ohio,United States
Maplewood,MN,Minnesota,United States
Marion,IA,Iowa,United States
Marlborough,MA,Massachusetts,United States
Brookfield,WI,Wisconsin,United States
French Valley,CA,California,United States
Shelton,CT,Connecticut,United States
Pine Bluff,AR,Arkansas,United States
Kearny,NJ,New Jersey,United States
Hallandale Beach,FL,Florida,United States
Germantown,TN,Tennessee,United States
Milton,GA,Georgia,United States
Woburn,MA,Massachusetts,United States
Lancaster,TX,Texas,United States
Reynoldsburg,OH,Ohio,United States
Covington,KY,Kentucky,United States
Friendswood,TX,Texas,United States
Weslaco,TX,Texas,United States
Land O' Lakes,FL,Florida,United States
Essex,MD,Maryland,United States
Bartlett,IL,Illinois,United States
Westfield,MA,Massachusetts,United States
Annapolis,MD,Maryland,United States
DeKalb,IL,Illinois,United States
Cedar Falls,IA,Iowa,United States
Lancaster,OH,Ohio,United States
Brighton,CO,Colorado,United States
Crystal Lake,IL,Illinois,United States
Lake Oswego,OR,Oregon,United States
Severna Park,MD,Maryland,United States
Findlay,OH,Ohio,United States
Saratoga Springs,UT,Utah,United States
New Berlin,WI,Wisconsin,United States
Culver City,CA,California,United States
Indian Trail,NC,North Carolina,United States
Duncanville,TX,Texas,United States
Valley Stream,NY,New York,United States
Clinton,MD,Maryland,United States
The Acreage,FL,Florida,United States
Romeoville,IL,Illinois,United States
Hurst,TX,Texas,United States
Post Falls,ID,Idaho,United States
Hutchinson,KS,Kansas,United States
Chelsea,MA,Massachusetts,United States
Waipahu,HI,Hawaii,United States
Lynnwood,WA,Washington,United States
Lincoln Park,MI,Michigan,United States
Fort Lee,NJ,New Jersey,United States
Cape Girardeau,MO,Missouri,United States
Hobbs,NM,New Mexico,United States
Carol Stream,IL,Illinois,United States
Plant City,FL,Florida,United States
Aventura,FL,Florida,United States
Lebanon,TN,Tennessee,United States
Streamwood,IL,Illinois,United States
Oviedo,FL,Florida,United States
Mount Juliet,TN,Tennessee,United States
Quincy,IL,Illinois,United States
Issaquah,WA,Washington,United States
Parkland,WA,Washington,United States
Park Ridge,IL,Illinois,United States
Cottage Grove,MN,Minnesota,United States
Bell Gardens,CA,California,United States
San Gabriel,CA,California,United States
Warren,OH,Ohio,United States
Security-Widefield,CO,Colorado,United States
Grants Pass,OR,Oregon,United States
Keizer,OR,Oregon,United States
Roy,UT,Utah,United States
Bettendorf,IA,Iowa,United States
Westerville,OH,Ohio,United States
Royal Palm Beach,FL,Florida,United States
Apache Junction,AZ,Arizona,United States
Navarre,FL,Florida,United States
Wheeling,IL,Illinois,United States
Lake Stevens,WA,Washington,United States
Rexburg,ID,Idaho,United States
Urbana,IL,Illinois,United States
Rosenberg,TX,Texas,United States
West Fargo,ND,North Dakota,United States
La Presa,CA,California,United States
Menomonee Falls,WI,Wisconsin,United States
Vestavia Hills,AL,Alabama,United States
Calexico,CA,California,United States
Valrico,FL,Florida,United States
La Vergne,TN,Tennessee,United States
Atlantic City,NJ,New Jersey,United States
Clovis,NM,New Mexico,United States
Peachtree City,GA,Georgia,United States
Phenix City,AL,Alabama,United States
DeLand,FL,Florida,United States
Mechanicsville,VA,Virginia,United States
Stanton,CA,California,United States
Holyoke,MA,Massachusetts,United States
Winter Springs,FL,Florida,United States
Owasso,OK,Oklahoma,United States
Prattville,AL,Alabama,United States
East Point,GA,Georgia,United States
Pacifica,CA,California,United States
Hot Springs,AR,Arkansas,United States
Adelanto,CA,California,United States
Princeton,FL,Florida,United States
Northglenn,CO,Colorado,United States
Tupelo,MS,Mississippi,United States
La Quinta,CA,California,United States
Elmont,NY,New York,United States
Mission Bend,TX,Texas,United States
Montclair,CA,California,United States
La Puente,CA,California,United States
Carpentersville,IL,Illinois,United States
Sun City,AZ,Arizona,United States
Portage,IN,Indiana,United States
Hilton Head Island,SC,South Carolina,United States
Riviera Beach,FL,Florida,United States
Monrovia,CA,California,United States
Foothill Farms,CA,California,United States
Rome,GA,Georgia,United States
South Valley,NM,New Mexico,United States
New Albany,IN,Indiana,United States
Lewiston,ME,Maine,United States
